7:
 num     #instances         #bytes  class name (module)
3436:             1             24  [Lorg.apache.tomcat.util.buf.UEncoder$SafeCharsSet;
3437:             1             24  [Lorg.apache.tomcat.util.http.CookiesWithoutEquals;
3438:             1             24  [Lorg.hibernate.ConnectionAcquisitionMode;
3439:             1             24  [Lorg.hibernate.annotations.NotFoundAction;
3440:             1             24  [Lorg.hibernate.annotations.PolymorphismType;
3441:             1             24  [Lorg.hibernate.cfg.MetadataSourceType;
3442:             1             24  [Lorg.hibernate.engine.FetchTiming;
3443:             1             24  [Lorg.hibernate.engine.internal.AbstractEntityEntry$BooleanState;
3444:             1             24  [Lorg.hibernate.engine.jdbc.mutation.ParameterUsage;
3445:             1             24  [Lorg.hibernate.event.spi.AutoFlushEventListener;
3446:             1             24  [Lorg.hibernate.event.spi.DeleteEventListener;
3447:             1             24  [Lorg.hibernate.event.spi.DirtyCheckEventListener;
3448:             1             24  [Lorg.hibernate.event.spi.EvictEventListener;
3449:             1             24  [Lorg.hibernate.event.spi.FlushEntityEventListener;
3450:             1             24  [Lorg.hibernate.event.spi.FlushEventListener;
3451:             1             24  [Lorg.hibernate.event.spi.InitializeCollectionEventListener;
3452:             1             24  [Lorg.hibernate.event.spi.LoadEventListener;
3453:             1             24  [Lorg.hibernate.event.spi.LockEventListener;
3454:             1             24  [Lorg.hibernate.event.spi.MergeEventListener;
3455:             1             24  [Lorg.hibernate.event.spi.PostDeleteEventListener;
3456:             1             24  [Lorg.hibernate.event.spi.PostInsertEventListener;
3457:             1             24  [Lorg.hibernate.event.spi.PostLoadEventListener;
3458:             1             24  [Lorg.hibernate.event.spi.PostUpdateEventListener;
3459:             1             24  [Lorg.hibernate.event.spi.PostUpsertEventListener;
3460:             1             24  [Lorg.hibernate.event.spi.PreCollectionUpdateEventListener;
3461:             1             24  [Lorg.hibernate.event.spi.PreDeleteEventListener;
3462:             1             24  [Lorg.hibernate.event.spi.PreInsertEventListener;
3463:             1             24  [Lorg.hibernate.event.spi.PreLoadEventListener;
3464:             1             24  [Lorg.hibernate.event.spi.PreUpdateEventListener;
3465:             1             24  [Lorg.hibernate.event.spi.PreUpsertEventListener;
3466:             1             24  [Lorg.hibernate.event.spi.RefreshEventListener;
3467:             1             24  [Lorg.hibernate.event.spi.ReplicateEventListener;
3468:             1             24  [Lorg.hibernate.event.spi.ResolveNaturalIdEventListener;
3469:             1             24  [Lorg.hibernate.generator.EventType;
3470:             1             24  [Lorg.hibernate.graph.GraphSemantic;
3471:             1             24  [Lorg.hibernate.internal.SessionOwnerBehavior;
3472:             1             24  [Lorg.hibernate.internal.util.collections.BoundedConcurrentHashMap$Eviction;
3473:             1             24  [Lorg.hibernate.metamodel.RepresentationMode;
3474:             1             24  [Lorg.hibernate.persister.entity.EntityPersister;
3475:             1             24  [Lorg.hibernate.persister.entity.mutation.EntityTableMapping;
3476:             1             24  [Lorg.hibernate.query.ImmutableEntityUpdateQueryHandlingMode;
3477:             1             24  [Lorg.hibernate.query.SortDirection;
3478:             1             24  [Lorg.hibernate.query.criteria.ValueHandlingMode;
3479:             1             24  [Lorg.hibernate.sql.ComparisonRestriction$Operator;
3480:             1             24  [Lorg.hibernate.type.ForeignKeyDirection;
3481:             1             24  [Lorg.hibernate.validator.internal.metadata.core.ConstraintOrigin;
3482:             1             24  [Lorg.hibernate.validator.internal.metadata.descriptor.ConstraintDescriptorImpl$ConstraintType;
3483:             1             24  [Lorg.slf4j.helpers.Reporter$TargetChoice;
3484:             1             24  [Lorg.springframework.aop.ClassFilter;
3485:             1             24  [Lorg.springframework.beans.factory.support.DefaultListableBeanFactory$PreInstantiation;
3486:             1             24  [Lorg.springframework.boot.BootstrapRegistry$Scope;
3487:             1             24  [Lorg.springframework.boot.autoconfigure.condition.ConditionMessage$Style;
3488:             1             24  [Lorg.springframework.boot.autoconfigure.condition.FilteringSpringBootCondition$ClassNameFilter;
3489:             1             24  [Lorg.springframework.boot.autoconfigure.http.client.AbstractHttpRequestFactoryProperties;
3490:             1             24  [Lorg.springframework.boot.autoconfigure.task.TaskExecutionProperties$Mode;
3491:             1             24  [Lorg.springframework.boot.autoconfigure.web.ServerProperties$Jetty$Accesslog$Format;
3492:             1             24  [Lorg.springframework.boot.autoconfigure.web.WebProperties$LocaleResolver;
3493:             1             24  [Lorg.springframework.boot.autoconfigure.web.servlet.WebMvcProperties$MatchingStrategy;
3494:             1             24  [Lorg.springframework.boot.availability.LivenessState;
3495:             1             24  [Lorg.springframework.boot.availability.ReadinessState;
3496:             1             24  [Lorg.springframework.boot.context.ConfigurationWarningsApplicationContextInitializer$Check;
3497:             1             24  [Lorg.springframework.boot.context.config.ConfigDataEnvironmentContributor$ImportPhase;
3498:             1             24  [Lorg.springframework.boot.context.config.ConfigDataNotFoundAction;
3499:             1             24  [Lorg.springframework.boot.context.config.LocationResourceLoader$ResourceType;
3500:             1             24  [Lorg.springframework.boot.context.config.Profiles$Type;
3501:             1             24  [Lorg.springframework.boot.context.properties.bind.BindMethod;
3502:             1             24  [Lorg.springframework.boot.web.server.Shutdown;
3503:             1             24  [Lorg.springframework.boot.web.servlet.server.Encoding$Type;
3504:             1             24  [Lorg.springframework.context.annotation.ConfigurationCondition$ConfigurationPhase;
3505:             1             24  [Lorg.springframework.core.NativeDetector$Context;
3506:             1             24  [Lorg.springframework.core.ResolvableType$WildcardBounds$Kind;
3507:             1             24  [Lorg.springframework.core.annotation.IntrospectionFailureLogger;
3508:             1             24  [Lorg.springframework.data.convert.Jsr310Converters$DateToInstantConverter;
3509:             1             24  [Lorg.springframework.data.convert.Jsr310Converters$DateToLocalDateConverter;
3510:             1             24  [Lorg.springframework.data.convert.Jsr310Converters$DateToLocalDateTimeConverter;
3511:             1             24  [Lorg.springframework.data.convert.Jsr310Converters$DateToLocalTimeConverter;
3512:             1             24  [Lorg.springframework.data.convert.Jsr310Converters$DurationToStringConverter;
3513:             1             24  [Lorg.springframework.data.convert.Jsr310Converters$InstantToDateConverter;
3514:             1             24  [Lorg.springframework.data.convert.Jsr310Converters$InstantToLocalDateTimeConverter;
3515:             1             24  [Lorg.springframework.data.convert.Jsr310Converters$LocalDateTimeToDateConverter;
3516:             1             24  [Lorg.springframework.data.convert.Jsr310Converters$LocalDateTimeToInstantConverter;
3517:             1             24  [Lorg.springframework.data.convert.Jsr310Converters$LocalDateToDateConverter;
3518:             1             24  [Lorg.springframework.data.convert.Jsr310Converters$LocalTimeToDateConverter;
3519:             1             24  [Lorg.springframework.data.convert.Jsr310Converters$PeriodToStringConverter;
3520:             1             24  [Lorg.springframework.data.convert.Jsr310Converters$StringToDurationConverter;
3521:             1             24  [Lorg.springframework.data.convert.Jsr310Converters$StringToInstantConverter;
3522:             1             24  [Lorg.springframework.data.convert.Jsr310Converters$StringToLocalDateConverter;
3523:             1             24  [Lorg.springframework.data.convert.Jsr310Converters$StringToLocalDateTimeConverter;
3524:             1             24  [Lorg.springframework.data.convert.Jsr310Converters$StringToPeriodConverter;
3525:             1             24  [Lorg.springframework.data.convert.Jsr310Converters$StringToZoneIdConverter;
3526:             1             24  [Lorg.springframework.data.convert.Jsr310Converters$ZoneIdToStringConverter;
3527:             1             24  [Lorg.springframework.data.domain.Sort$Direction;
3528:             1             24  [Lorg.springframework.data.geo.format.DistanceFormatter;
3529:             1             24  [Lorg.springframework.data.geo.format.PointFormatter;
3530:             1             24  [Lorg.springframework.data.mapping.context.AbstractMappingContext$PersistentPropertyFilter;
3531:             1             24  [Lorg.springframework.data.mapping.model.BeanWrapperPropertyAccessorFactory;
3532:             1             24  [Lorg.springframework.data.projection.ProxyProjectionFactory$MapAccessingMethodInterceptorFactory;
3533:             1             24  [Lorg.springframework.data.projection.ProxyProjectionFactory$PropertyAccessingMethodInvokerFactory;
3534:             1             24  [Lorg.springframework.data.repository.core.support.RepositoryInvocationMulticaster$NoOpRepositoryInvocationMulticaster;
3535:             1             24  [Lorg.springframework.data.repository.support.Repositories$EmptyRepositoryFactoryInformation;
3536:             1             24  [Lorg.springframework.data.util.NullableWrapperConverters$Jdk8OptionalUnwrapper;
3537:             1             24  [Lorg.springframework.http.server.observation.ServerHttpObservationDocumentation$HighCardinalityKeyNames;
3538:             1             24  [Lorg.springframework.util.ConcurrentReferenceHashMap$ReferenceType;
